make,model,year,mileage,hp,gear,fuel,price
Volkswagen,up,2021,90,83,automatic,electric,25950
Volkswagen,Passat Variant,2020,9111,150,automatic,gasoline,32290
Volkswagen,Golf Variant,2021,30857,110,manual,gasoline,26040
Volkswagen,T6,2018,55050,102,manual,diesel,27550
Volkswagen,T6,2020,31979,150,automatic,diesel,47990
Volkswagen,Golf,2020,0,245,automatic,Hybrid - gasoline,41790
Volkswagen,T6 Multivan,2018,11447,150,manual,diesel,49900
Volkswagen,T-Cross,2022,4900,110,automatic,gasoline,29570
Volkswagen,Golf Variant,2019,92222,150,automatic,diesel,22630
Volkswagen,Caddy,2019,10,102,manual,diesel,30480
Volkswagen,ID.3,2020,29000,204,automatic,electric,41980
Volkswagen,Caddy,2022,1500,102,manual,diesel,28669
Volkswagen,Golf Sportsvan,2019,25738,86,manual,gasoline,18350
Volkswagen,T6,2019,0,110,manual,diesel,44708
Volkswagen,Golf,2021,35947,150,manual,gasoline,24790
Volkswagen,Tiguan,2017,27434,179,automatic,gasoline,34930
Volkswagen,Passat Variant,2019,46010,190,automatic,diesel,29770
Volkswagen,Passat Variant,2021,56450,150,automatic,diesel,29490
Volkswagen,Touran,2018,101990,116,manual,diesel,19940
Volkswagen,Polo,2018,0,110,automatic,gasoline,33580
Volkswagen,Tiguan,2019,125153,239,automatic,diesel,32430
Volkswagen,Tiguan,2019,37522,190,automatic,gasoline,32896
Volkswagen,T-Roc,2020,37000,190,automatic,diesel,35770
Volkswagen,Tiguan,2021,14660,150,manual,gasoline,35790
Volkswagen,T7 Multivan,2018,0,150,automatic,diesel,63908
Volkswagen,T-Roc,2018,0,150,automatic,gasoline,39469
Volkswagen,T-Roc,2021,11219,150,automatic,gasoline,35388
Volkswagen,Tiguan,2019,39720,190,automatic,diesel,41820
Volkswagen,Golf,2019,26848,300,automatic,gasoline,33950
Volkswagen,Tiguan,2019,10,200,automatic,diesel,51990
Volkswagen,Polo,2019,39878,95,manual,diesel,15210
Volkswagen,Golf Variant,2022,10400,110,manual,gasoline,34975
Volkswagen,Touran,2021,16700,150,manual,gasoline,31440
Volkswagen,Tiguan,2018,88090,150,manual,gasoline,24220
Volkswagen,Caddy,2021,15353,122,automatic,diesel,36970
Volkswagen,Arteon,2021,0,200,automatic,diesel,74100
Volkswagen,T-Roc,2021,8,110,manual,gasoline,24990
Volkswagen,Golf Variant,2019,92384,116,automatic,diesel,16888
Volkswagen,T-Roc,2018,28233,190,automatic,gasoline,26481
Volkswagen,Polo,2018,0,80,manual,gasoline,18675
Volkswagen,Tiguan,2019,62850,150,automatic,diesel,27890
Volkswagen,T-Roc Cabriolet,2019,0,110,manual,gasoline,35735
Volkswagen,Arteon,2019,0,320,automatic,gasoline,68550
Volkswagen,Golf,2019,99065,150,automatic,diesel,21444
Volkswagen,Caddy,2019,0,122,manual,diesel,32505
Volkswagen,T6 California,2022,10,150,automatic,diesel,76395
Volkswagen,Caddy,2022,15,122,automatic,diesel,46790
Volkswagen,Golf Variant,2021,13300,110,manual,gasoline,27975
Volkswagen,Polo,2022,7247,110,automatic,gasoline,27240
Volkswagen,T6,2022,0,110,manual,diesel,40906
Volkswagen,Tiguan,2017,61510,125,manual,gasoline,22930
Volkswagen,T-Roc,2022,100,150,automatic,gasoline,35990
Volkswagen,T-Roc,2018,27652,190,automatic,gasoline,25980
Volkswagen,Golf,2019,45935,150,automatic,gasoline,22430
Volkswagen,Polo,2018,12900,200,automatic,gasoline,22985
Volkswagen,Tiguan,2021,19700,200,automatic,diesel,47530
Volkswagen,T-Roc,2022,1,150,automatic,gasoline,34870
Volkswagen,Crafter,2018,72596,177,automatic,diesel,39889
Volkswagen,Tiguan,2018,0,190,automatic,gasoline,48990
Volkswagen,Taigo,2022,3333,110,automatic,gasoline,27570
Volkswagen,Golf,2021,10910,116,manual,diesel,25460
Volkswagen,Touran,2021,10,150,automatic,gasoline,43950
Volkswagen,T-Roc,2021,6500,110,manual,gasoline,25880
Volkswagen,Touran,2022,15486,150,automatic,diesel,35990
Volkswagen,Passat Variant,2022,8999,156,automatic,Hybrid - gasoline,41888
Volkswagen,Golf Variant,2022,8771,150,automatic,diesel,35939
Volkswagen,Passat Variant,2019,85278,190,automatic,diesel,29890
Volkswagen,Tiguan,2019,71571,190,automatic,diesel,34980
Volkswagen,Golf,2019,55227,245,automatic,gasoline,27790
Volkswagen,Passat Variant,2019,47750,150,automatic,gasoline,27490
Volkswagen,T6,2022,10,110,manual,diesel,37961
Volkswagen,Golf,2019,36694,116,manual,gasoline,18490
Volkswagen,Golf Variant,2019,20693,150,automatic,gasoline,29940
Volkswagen,Polo,2019,56700,80,manual,diesel,14930
Volkswagen,T-Cross,2022,1000,110,automatic,gasoline,28790
Volkswagen,Polo,2022,10,95,manual,gasoline,22876
Volkswagen,Golf Variant,2016,64700,184,manual,diesel,19990
Volkswagen,Golf Variant,2020,55500,116,manual,diesel,18833
Volkswagen,Arteon,2022,6000,150,automatic,diesel,59993
Volkswagen,T-Roc,2022,10,190,automatic,gasoline,46755
Volkswagen,Golf,2018,39100,150,manual,gasoline,19550
Volkswagen,Tiguan,2021,18686,150,automatic,diesel,39930
Volkswagen,Golf Variant,2022,8060,131,automatic,gasoline,30990
Volkswagen,up,2022,3511,83,automatic,electric,23858
Volkswagen,Taigo,2022,10,110,automatic,gasoline,26590
Volkswagen,Touran,2022,6200,150,automatic,diesel,44986
Volkswagen,Taigo,2022,50,110,automatic,gasoline,31990
Volkswagen,Touran,2022,23620,150,automatic,gasoline,36480
Volkswagen,T-Roc Cabriolet,2022,10,150,automatic,gasoline,36490
Volkswagen,Tiguan,2022,0,200,automatic,diesel,56400
Volkswagen,T-Roc,2020,18755,300,automatic,gasoline,37491
Volkswagen,Passat Variant,2021,27843,122,automatic,diesel,29989
Volkswagen,Touran,2021,24800,150,manual,gasoline,31940
Volkswagen,Tiguan,2020,29771,190,automatic,diesel,35980
Volkswagen,Golf,2019,40735,116,manual,diesel,17980
Volkswagen,Golf,2022,8300,150,automatic,diesel,32850
Volkswagen,T-Cross,2022,10,110,automatic,gasoline,28790
Volkswagen,Touran,2021,25122,150,automatic,gasoline,41520
Volkswagen,Tiguan,2020,46079,150,automatic,diesel,37890
Volkswagen,T-Roc,2021,10609,150,automatic,gasoline,29990
Volkswagen,T6 California,2019,47040,150,automatic,diesel,59999
Volkswagen,Golf,2019,73900,116,automatic,diesel,19980
Volkswagen,Crafter,2021,58422,140,manual,diesel,36800
Volkswagen,Golf,2022,25300,200,automatic,diesel,37340
Volkswagen,T-Roc,2022,0,150,automatic,gasoline,33980
Volkswagen,Tiguan,2018,52050,179,automatic,gasoline,29930
Volkswagen,Caddy,2018,15,102,manual,diesel,43290
Volkswagen,T-Roc,2022,8040,116,manual,diesel,29990
Volkswagen,T-Roc,2021,8146,110,manual,gasoline,27530
Volkswagen,Taigo,2021,0,150,automatic,gasoline,35990
Volkswagen,California,2021,0,177,automatic,diesel,89900
Volkswagen,T-Cross,2021,4850,110,manual,gasoline,26990
Volkswagen,T-Roc,2022,5042,116,manual,diesel,28990
Volkswagen,Golf Variant,2022,10,320,automatic,gasoline,69630
Volkswagen,Golf,2019,11500,131,manual,gasoline,23830
Volkswagen,Polo,2020,36283,200,automatic,gasoline,24557
Volkswagen,Golf,2022,20350,110,automatic,gasoline,26990
Volkswagen,Passat Variant,2018,121860,179,automatic,gasoline,20990
Volkswagen,Touran,2019,14634,150,manual,gasoline,30980
Volkswagen,T-Roc,2019,31490,116,manual,diesel,22990
Volkswagen,T-Cross,2021,23509,150,automatic,gasoline,27250
Volkswagen,Golf,2022,21100,200,automatic,diesel,38900
Volkswagen,Tiguan,2022,19400,190,automatic,gasoline,40850
Volkswagen,Golf Variant,2016,117942,150,automatic,gasoline,15930
Volkswagen,Tiguan,2020,88621,150,manual,diesel,25979
Volkswagen,Caddy,2020,0,114,manual,gasoline,29460
Volkswagen,Passat Variant,2019,134225,150,automatic,diesel,21990
Volkswagen,T-Roc,2022,100,150,automatic,gasoline,35491
Volkswagen,T6 Kombi,2022,29716,150,automatic,diesel,46990
Volkswagen,Golf Variant,2022,10,190,automatic,gasoline,50444
Volkswagen,Golf,2022,4704,110,manual,gasoline,27490
Volkswagen,Golf,2022,0,150,automatic,diesel,43440
Volkswagen,Golf,2020,18699,150,manual,gasoline,28980
Volkswagen,Crafter,2019,121609,140,manual,diesel,30800
Volkswagen,Golf Variant,2021,11000,110,manual,gasoline,24888
Volkswagen,T6,2021,0,110,manual,diesel,49441
Volkswagen,up,2021,2738,83,automatic,electric,23850
Volkswagen,Tiguan,2021,12480,150,manual,gasoline,33440
Volkswagen,Golf,2019,22622,150,automatic,gasoline,25555
Volkswagen,Tiguan,2018,58600,125,manual,gasoline,20930
Volkswagen,Polo,2019,51657,95,automatic,diesel,17425
Volkswagen,Touran,2019,1,150,manual,gasoline,42980
Volkswagen,Passat Variant,2018,62978,190,automatic,diesel,27922
Volkswagen,T6,2018,71845,150,manual,diesel,28950
Volkswagen,Golf,2019,77500,184,automatic,diesel,24490
Volkswagen,Polo,2022,6207,95,manual,gasoline,24990
Volkswagen,Tiguan,2022,0,150,automatic,diesel,58890
Volkswagen,Sharan,2020,23633,150,automatic,diesel,39150
Volkswagen,California,2021,34000,122,automatic,diesel,37950
Volkswagen,Tiguan,2022,10,150,manual,gasoline,36890
Volkswagen,Crafter,2021,25270,140,manual,diesel,45650
Volkswagen,Golf,2022,23373,150,automatic,diesel,28890
Volkswagen,Golf,2018,54724,116,manual,gasoline,16790
Volkswagen,T6,2018,10,110,manual,diesel,40480
Volkswagen,Polo,2019,16720,65,manual,gasoline,14400
Volkswagen,T-Cross,2019,0,110,automatic,gasoline,33205
Volkswagen,Caddy,2019,15,114,automatic,gasoline,49990
Volkswagen,T-Roc,2022,25400,150,automatic,gasoline,31888
Volkswagen,Golf Variant,2019,81459,184,automatic,diesel,26691
Volkswagen,Polo,2018,24459,116,manual,gasoline,17810
Volkswagen,T6 Kombi,2020,9980,150,manual,diesel,48700
Volkswagen,Tiguan,2019,82670,239,automatic,diesel,39430
Volkswagen,up,2019,14829,75,manual,gasoline,12790
Volkswagen,Golf,2022,4381,131,manual,gasoline,26880
Volkswagen,T6 Multivan,2021,21700,150,automatic,diesel,60999
Volkswagen,Golf,2017,100620,230,manual,gasoline,19900
Volkswagen,Golf,2021,12373,200,automatic,diesel,37450
Volkswagen,T-Cross,2021,8965,110,manual,gasoline,24900
Volkswagen,Touareg,2017,98555,262,automatic,diesel,37950
Volkswagen,T-Cross,2021,5120,110,automatic,gasoline,26690
Volkswagen,up,2021,163,83,automatic,electric,24949
Volkswagen,Golf,2019,13995,136,automatic,electric,29930
Volkswagen,Polo,2022,20,95,manual,gasoline,22890
Volkswagen,Golf Variant,2021,34541,150,automatic,diesel,31430
Volkswagen,T6 Caravelle,2021,20501,150,automatic,diesel,44980
Volkswagen,Golf,2022,25348,150,automatic,diesel,28290
Volkswagen,T6 California,2022,10,150,automatic,diesel,78395
Volkswagen,Polo,2015,72150,60,manual,gasoline,8750
Volkswagen,Arteon,2018,33304,280,automatic,gasoline,37490
Volkswagen,T-Cross,2021,5005,110,manual,gasoline,25470
Volkswagen,Golf Sportsvan,2019,7000,150,automatic,gasoline,26450
Volkswagen,Golf Variant,2020,36781,300,automatic,gasoline,40930
Volkswagen,Golf,2019,18471,116,manual,gasoline,19480
Volkswagen,Tiguan,2021,27740,190,automatic,diesel,44930
Volkswagen,Tiguan,2018,43515,150,automatic,gasoline,26477
Volkswagen,Tiguan,2020,23001,230,automatic,gasoline,36950
Volkswagen,Polo,2019,60000,95,manual,diesel,16880
Volkswagen,Tiguan,2019,45022,190,automatic,gasoline,34830
Volkswagen,T-Roc,2022,5827,150,automatic,gasoline,33980
Volkswagen,Arteon,2021,18750,190,automatic,gasoline,49888
Volkswagen,Golf,2019,35008,116,manual,gasoline,19940
Volkswagen,T6 Multivan,2022,6000,150,automatic,diesel,62950
Volkswagen,Golf,2022,30,150,automatic,gasoline,34950
Volkswagen,T7 Multivan,2022,0,204,automatic,gasoline,58780
Volkswagen,T-Roc,2022,8,150,automatic,gasoline,42924
Volkswagen,T6 Multivan,2021,21400,199,automatic,diesel,64960
Volkswagen,Taigo,2021,0,150,automatic,gasoline,31680
Volkswagen,T-Roc Cabriolet,2021,18322,150,manual,gasoline,32480
Volkswagen,T-Roc,2022,100,110,manual,gasoline,24850
Volkswagen,Golf,2022,14113,150,automatic,diesel,29240
Volkswagen,Caddy,2018,114536,102,manual,diesel,17480
Volkswagen,Golf,2021,34800,150,automatic,diesel,26790
Volkswagen,Touran,2021,9597,150,automatic,gasoline,38888
Volkswagen,Crafter,2018,131650,140,manual,diesel,27950
Volkswagen,T-Cross,2019,37727,116,automatic,gasoline,20990
Volkswagen,Golf Sportsvan,2019,83860,150,automatic,diesel,22990
Volkswagen,T6 Multivan,2017,68600,102,manual,diesel,32890
Volkswagen,Sharan,2020,59766,177,automatic,diesel,46150
Volkswagen,up,2022,1500,65,manual,gasoline,15980
Volkswagen,T-Cross,2022,0,110,manual,gasoline,33100
Volkswagen,Golf Variant,2019,98312,116,automatic,diesel,17888
Volkswagen,Polo,2020,34031,200,automatic,gasoline,24390
Volkswagen,Polo,2020,0,207,automatic,gasoline,36736
Volkswagen,T6 Multivan,2020,0,204,automatic,diesel,112282
Volkswagen,Tiguan,2020,36554,190,automatic,gasoline,38390
Volkswagen,Passat Variant,2021,28360,150,automatic,diesel,38050
Volkswagen,up,2021,7208,83,automatic,electric,23430
Volkswagen,Taigo,2022,8500,110,automatic,gasoline,33455
Volkswagen,California,2022,0,177,automatic,diesel,89590
Volkswagen,T-Cross,2021,15400,110,manual,gasoline,23880
Volkswagen,up,2021,1675,83,automatic,electric,25950
Volkswagen,T-Roc,2022,10,150,manual,gasoline,32900
Volkswagen,Tiguan,2021,10880,150,manual,gasoline,34390
Volkswagen,Passat Variant,2021,35200,190,automatic,gasoline,31730
Volkswagen,Golf,2021,0,150,automatic,gasoline,38290
Volkswagen,Passat Variant,2021,25204,122,automatic,diesel,30499
Volkswagen,Polo,2022,15,207,automatic,gasoline,33490
Volkswagen,Passat Variant,2019,66577,150,manual,diesel,21979
Volkswagen,up,2019,71400,60,manual,gasoline,9250
Volkswagen,Golf Variant,2021,35750,110,automatic,gasoline,24440
Volkswagen,T6,2022,125,110,manual,diesel,37690
Volkswagen,up,2017,31250,60,manual,gasoline,10750
Volkswagen,Golf Variant,2020,74307,150,automatic,diesel,22977
Volkswagen,T-Roc,2021,12725,150,automatic,diesel,36312
Volkswagen,Polo,2019,37974,80,manual,gasoline,14480
Volkswagen,Taigo,2019,10,110,manual,gasoline,31495
Volkswagen,T-Cross,2022,7719,110,manual,gasoline,23580
Volkswagen,Tiguan,2022,0,150,automatic,gasoline,50718
Volkswagen,Golf,2019,67500,116,manual,diesel,17880
Volkswagen,Golf,2021,11264,110,manual,gasoline,24880
Volkswagen,T6 Multivan,2021,17539,150,automatic,diesel,53990
Volkswagen,T-Roc,2022,10600,150,automatic,diesel,39880
Volkswagen,Golf,2019,56004,290,automatic,gasoline,29980
Volkswagen,T6 Kombi,2016,84700,150,manual,diesel,31980
Volkswagen,Caddy,2016,15,122,automatic,diesel,42490
Volkswagen,Polo,2019,84631,95,automatic,diesel,15921
Volkswagen,Golf Variant,2021,17455,131,automatic,gasoline,28430
Volkswagen,Golf,2022,1778,131,manual,gasoline,29900
Volkswagen,Caddy,2021,9470,75,manual,diesel,28880
Volkswagen,Caddy,2021,1081,122,automatic,diesel,37970
Volkswagen,Golf,2021,33491,150,manual,gasoline,23870
Volkswagen,T6 Multivan,2020,1012,150,automatic,diesel,54890
Volkswagen,Polo,2018,61336,95,manual,gasoline,16980
Volkswagen,Golf,2019,54612,150,automatic,diesel,23420
Volkswagen,Tiguan,2018,79520,125,manual,gasoline,20800
Volkswagen,Crafter,2022,1200,140,manual,diesel,43980
Volkswagen,Golf,2021,23729,320,automatic,gasoline,47990
Volkswagen,Golf,2022,0,204,automatic,Hybrid - gasoline,45890
Volkswagen,Golf,2019,34325,131,manual,gasoline,19880
Volkswagen,T-Roc,2020,10281,150,automatic,gasoline,31333
Volkswagen,T-Roc,2020,0,110,manual,gasoline,29450
Volkswagen,Golf Variant,2015,68000,125,manual,gasoline,15690
Volkswagen,Passat Variant,2022,7160,150,manual,gasoline,35970
Volkswagen,T6 Multivan,2022,0,204,automatic,diesel,79860
Volkswagen,Passat Variant,2020,24247,190,automatic,diesel,36980
Volkswagen,Caddy,2022,1046,102,manual,diesel,29970
Volkswagen,Tiguan,2022,15300,200,automatic,diesel,56960
Volkswagen,Polo,2018,12900,200,automatic,gasoline,21985
Volkswagen,T-Roc,2021,15400,116,manual,diesel,28790
Volkswagen,T6 Multivan,2021,11568,110,manual,diesel,43980
Volkswagen,T6 California,2021,0,150,automatic,diesel,95990
Volkswagen,Passat Alltrack,2018,84150,239,automatic,diesel,30070
Volkswagen,Tiguan,2022,33800,200,automatic,diesel,47190
Volkswagen,T6 Caravelle,2022,10,150,manual,diesel,48988
Volkswagen,Golf,2021,21759,150,automatic,gasoline,33950
Volkswagen,Golf,2017,42648,110,manual,gasoline,15422
Volkswagen,Golf,2022,1060,200,automatic,diesel,39947
Volkswagen,T-Roc,2019,50100,150,automatic,diesel,28990
Volkswagen,Caddy,2019,15,114,manual,gasoline,41490
Volkswagen,Tiguan,2017,67196,150,manual,gasoline,24988
Volkswagen,Passat Variant,2019,112200,150,automatic,diesel,19780
Volkswagen,Golf Variant,2017,61535,150,manual,diesel,17450
Volkswagen,Golf,2021,22898,116,automatic,diesel,27800
Volkswagen,Touareg,2020,36790,462,automatic,Hybrid - gasoline,83950
Volkswagen,Beetle,2018,34484,220,manual,gasoline,37888
Volkswagen,T-Cross,2018,5,150,automatic,gasoline,28500
Volkswagen,Crafter,2016,34079,109,manual,diesel,22900
Volkswagen,Golf,2022,14642,150,automatic,diesel,31990
Volkswagen,Golf Sportsvan,2018,67900,150,automatic,gasoline,22450
Volkswagen,Golf Variant,2021,9240,131,automatic,gasoline,31380
Volkswagen,Tiguan,2020,51956,230,automatic,gasoline,33980
Volkswagen,Sharan,2019,59597,150,manual,diesel,30980
Volkswagen,T-Cross,2022,10,110,automatic,gasoline,27488
Volkswagen,Golf,2021,19270,245,automatic,gasoline,37999
Volkswagen,T-Roc Cabriolet,2020,0,150,automatic,Hybrid - gasoline,40870
Volkswagen,California,2020,0,114,manual,gasoline,40550
Volkswagen,T-Roc,2022,10000,300,automatic,gasoline,51922
Volkswagen,T6 Caravelle,2021,20501,150,automatic,diesel,45790
Volkswagen,Golf,2021,15315,245,automatic,gasoline,40430
Volkswagen,Polo,2021,0,110,automatic,gasoline,29570
Volkswagen,Caddy,2019,39700,102,manual,gasoline,19995
Volkswagen,Polo,2019,10,207,automatic,gasoline,37490
Volkswagen,Beetle,2017,25571,105,manual,gasoline,22949
Volkswagen,Tiguan,2018,91423,239,automatic,diesel,35840
Volkswagen,Tiguan,2019,85953,150,manual,diesel,29880
Volkswagen,T-Roc Cabriolet,2019,0,150,automatic,gasoline,46226
Volkswagen,Golf,2021,7900,245,automatic,gasoline,36950
Volkswagen,T-Roc,2022,50,150,manual,gasoline,30888
Volkswagen,Golf Variant,2021,7522,131,automatic,gasoline,36698
Volkswagen,Polo,2022,1500,110,automatic,gasoline,26899
Volkswagen,Golf Variant,2021,36700,110,automatic,gasoline,24870
Volkswagen,Tiguan,2021,14350,150,automatic,diesel,34950
Volkswagen,Taigo,2021,10,150,automatic,gasoline,40180
Volkswagen,T6 Multivan,2020,0,204,automatic,diesel,86980
Volkswagen,Passat Variant,2019,43300,120,automatic,diesel,22490
Volkswagen,T-Cross,2021,19114,110,automatic,gasoline,25400
Volkswagen,T7 Multivan,2022,2500,150,automatic,Hybrid - gasoline,79980
Volkswagen,Polo,2020,21130,200,automatic,gasoline,25850
Volkswagen,Caddy,2020,14000,102,manual,gasoline,19840
Volkswagen,Golf,2022,15040,150,automatic,gasoline,38990
Volkswagen,T-Cross,2021,553,110,manual,gasoline,22978
Volkswagen,Tiguan,2021,5802,245,automatic,Hybrid - gasoline,51980
Volkswagen,Arteon,2021,0,200,automatic,diesel,63900
Volkswagen,Golf,2021,5308,110,manual,gasoline,25990
Volkswagen,Caddy,2020,80876,150,automatic,diesel,31980
Volkswagen,Tiguan,2020,35100,190,automatic,diesel,35480
Volkswagen,up,2022,7,83,automatic,electric,24990
Volkswagen,Passat Variant,2017,105950,150,automatic,gasoline,20990
Volkswagen,T-Cross,2022,11414,95,manual,gasoline,23480
Volkswagen,T-Cross,2021,5100,110,automatic,gasoline,27835
Volkswagen,Polo,2018,41023,95,manual,diesel,16880
Volkswagen,Polo,2019,41598,95,manual,gasoline,18330
Volkswagen,Golf Variant,2022,10,131,automatic,gasoline,33950
Volkswagen,Touran,2021,26021,150,manual,gasoline,32980
Volkswagen,Tiguan,2021,22435,150,automatic,diesel,36880
Volkswagen,T6,2022,125,110,manual,diesel,38990
Volkswagen,Tiguan,2022,12500,245,automatic,Hybrid - gasoline,52890
Volkswagen,T-Cross,2021,3800,110,manual,gasoline,25150
Volkswagen,Golf,2018,63068,245,automatic,gasoline,25980
Volkswagen,T-Roc,2022,10,150,automatic,gasoline,32590
Volkswagen,Caddy,2020,42154,150,automatic,gasoline,30930
Volkswagen,Amarok,2019,42304,258,automatic,diesel,44985
Volkswagen,Caddy,2022,7187,114,automatic,gasoline,34990
Volkswagen,Sharan,2022,17183,150,automatic,gasoline,38950
Volkswagen,Arteon,2017,92500,239,automatic,diesel,28880
Volkswagen,Tiguan,2020,28519,190,automatic,diesel,41360
Volkswagen,T6,2018,50928,150,automatic,diesel,34990
Volkswagen,Tiguan,2020,15702,190,automatic,gasoline,36380
Volkswagen,Golf,2022,5919,150,manual,gasoline,32990
Volkswagen,Golf,2018,14967,136,automatic,electric,28900
Volkswagen,Golf,2017,76266,116,manual,diesel,15400
Volkswagen,Tiguan,2019,55046,150,manual,diesel,30485
Volkswagen,Arteon,2019,51400,272,automatic,gasoline,40930
Volkswagen,Caddy,2022,5000,122,manual,diesel,29990
Volkswagen,T6,2017,67450,102,manual,diesel,30643
Volkswagen,T6 Caravelle,2021,22811,150,automatic,diesel,50950
Volkswagen,T6 Multivan,2021,19440,150,automatic,diesel,63950
Volkswagen,Arteon,2021,21452,320,automatic,gasoline,55990
Volkswagen,Tiguan,2019,56990,190,automatic,diesel,33880
Volkswagen,up,2020,59400,65,manual,gasoline,12980
Volkswagen,T-Roc,2021,10609,150,automatic,gasoline,30390
Volkswagen,Tiguan,2021,8900,150,automatic,diesel,45427
Volkswagen,Golf Variant,2018,65705,116,automatic,diesel,17990
Volkswagen,Golf Variant,2021,26164,150,automatic,diesel,32444
Volkswagen,T-Roc,2020,32851,150,manual,gasoline,26925
Volkswagen,Arteon,2020,0,320,automatic,gasoline,70302
Volkswagen,Tiguan,2022,1000,200,automatic,diesel,64900
Volkswagen,Polo,2022,8,95,manual,gasoline,20290
Volkswagen,Caddy,2021,6990,102,manual,diesel,33490
Volkswagen,Tiguan,2022,7096,150,automatic,gasoline,35020
Volkswagen,Tiguan,2021,41100,150,automatic,diesel,38490
Volkswagen,T-Roc,2022,3000,150,automatic,gasoline,36395
Volkswagen,Passat Variant,2019,45990,190,automatic,diesel,28930
Volkswagen,Golf,2019,8,300,automatic,gasoline,48580
Volkswagen,up,2021,13963,83,automatic,electric,22949
Volkswagen,Touran,2021,23000,150,manual,gasoline,27490
Volkswagen,T-Roc,2021,14003,116,manual,diesel,24990
Volkswagen,Tiguan,2021,29699,150,automatic,gasoline,32925
Volkswagen,Passat Variant,2018,60000,150,automatic,diesel,25281
Volkswagen,Golf,2022,1100,200,automatic,diesel,44950
Volkswagen,Golf,2022,0,131,manual,gasoline,33500
Volkswagen,Caddy,2018,50211,102,automatic,diesel,25610
Volkswagen,T-Roc,2021,7730,150,automatic,gasoline,34380
Volkswagen,T-Roc,2021,0,110,manual,gasoline,27990
Volkswagen,Sharan,2022,14700,150,automatic,gasoline,44990
Volkswagen,Golf,2021,11529,110,manual,gasoline,24911
Volkswagen,Golf Variant,2019,36320,116,automatic,diesel,20790
Volkswagen,Polo,2019,39950,95,automatic,gasoline,17530
Volkswagen,T-Roc Cabriolet,2022,0,150,automatic,gasoline,40490
Volkswagen,Touran,2021,6600,122,manual,diesel,33280
Volkswagen,Passat Variant,2022,19500,150,automatic,diesel,39440
Volkswagen,Tiguan,2018,40236,150,manual,diesel,24940
Volkswagen,Golf,2021,25230,300,automatic,gasoline,40820
Volkswagen,T6,2021,17475,110,manual,diesel,35995
Volkswagen,T-Roc,2021,7400,116,manual,diesel,29980
Volkswagen,Golf,2022,25910,150,automatic,diesel,27860
Volkswagen,Golf Variant,2019,87198,150,automatic,diesel,19322
Volkswagen,Polo,2022,10,207,automatic,gasoline,31490
Volkswagen,Golf Variant,2019,28915,116,manual,diesel,19880
Volkswagen,Tiguan,2019,0,245,automatic,gasoline,63701
Volkswagen,Golf Variant,2019,52865,150,manual,gasoline,21430
Volkswagen,T6 Multivan,2022,6200,150,automatic,diesel,72240
Volkswagen,Golf,2019,24980,150,automatic,gasoline,26930
Volkswagen,Polo,2021,7501,150,manual,gasoline,26696
Volkswagen,Arteon,2021,10,320,automatic,gasoline,75635
Volkswagen,Golf,2022,9238,200,automatic,diesel,38977
Volkswagen,Tiguan,2019,28814,150,automatic,gasoline,26949
Volkswagen,Multivan,2021,6530,110,manual,diesel,48910
Volkswagen,Passat Variant,2020,19549,190,automatic,diesel,37490
Volkswagen,Caddy,2020,0,102,manual,diesel,29690
Volkswagen,Tiguan,2020,0,190,automatic,gasoline,48990
Volkswagen,Golf,2021,14250,245,automatic,gasoline,42210
Volkswagen,T-Roc,2021,6429,150,automatic,diesel,35995
Volkswagen,Golf Sportsvan,2019,34755,116,automatic,gasoline,22930
Volkswagen,Golf,2022,11550,150,manual,gasoline,26440
Volkswagen,T-Cross,2022,19979,110,automatic,gasoline,27980
Volkswagen,T-Roc,2021,9235,110,manual,gasoline,22970
Volkswagen,Polo,2021,0,110,automatic,gasoline,28590
Volkswagen,Golf,2017,62340,125,automatic,gasoline,18424
Volkswagen,T6 Multivan,2021,26762,150,automatic,diesel,58970
Volkswagen,Polo,2022,50,95,manual,gasoline,22890
Volkswagen,Tiguan,2020,32122,190,automatic,diesel,39990
Volkswagen,T-Roc,2021,12576,110,manual,gasoline,26990
Volkswagen,Polo,2019,21079,95,automatic,gasoline,17490
Volkswagen,T6 Caravelle,2017,33310,102,manual,diesel,33900
Volkswagen,Tiguan,2019,109880,190,automatic,diesel,33450
Volkswagen,Golf Sportsvan,2017,80127,125,automatic,gasoline,18890
Volkswagen,Golf,2019,33294,245,automatic,gasoline,26450
Volkswagen,Tiguan,2021,30648,150,automatic,diesel,36930
Volkswagen,ID.3,2021,20500,204,automatic,electric,40840
Volkswagen,ID.3,2021,15300,204,automatic,electric,38530
Volkswagen,Golf,2022,3432,131,manual,gasoline,26450
Volkswagen,Golf,2020,40468,290,automatic,gasoline,33960
Volkswagen,T6 Multivan,2022,9238,110,manual,diesel,45850
Volkswagen,T6 Multivan,2021,21696,150,automatic,diesel,61555
Volkswagen,Tiguan,2021,7690,245,automatic,gasoline,50930
Volkswagen,T7 Multivan,2022,1200,150,automatic,Hybrid - gasoline,86979
Volkswagen,T6 Multivan,2018,87400,150,automatic,diesel,38790
Volkswagen,up,2017,52169,60,manual,gasoline,8625
Volkswagen,Golf,2017,10,200,automatic,diesel,49320
Volkswagen,T-Roc,2022,9851,116,manual,diesel,32470
Volkswagen,Caddy,2022,0,102,manual,diesel,31176
Volkswagen,Caddy,2022,7957,122,automatic,diesel,38450
